,B_interactions_count,B_unique_id,A_interactions_count,A_unique_id,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3,Choice
739,1,300,1,385,17766,803,1802,4.512220649980001,1.8298949123900001,0.5737605469520001,0.33713195274400004,0.8474474336329999,20,157.1,3116.05,10793,592,357,0.817001252935,0.10050335853499999,1.0499418225100001,0.10050335853499999,0.818022137322,3,17.6666666667,6979.33333333,0
740,22,3,20,123,182598,1402,3831,145.844909693,74.002957632,23.5491892963,0.10050335853499999,15.9532425551,567,276.496515679,8038.06620209,19562,17637,278,572.874855518,390.29368089999997,27.552040412800004,7.167556745589999,32.1019061639,1762,23.4692957746,1395.8456337999999,1
741,25,230,19,172,462071,331717,890,201.098430037,136.251577298,0.10050335853499999,0.10050335853499999,0.10050335853499999,728,24.633879781399997,2543.06010929,203788,1069,5439,1043.23595348,558.2136561919999,20.643643294100002,1.37120787076,22.231385961100003,3048,59.9643782383,1554.07610104,0
742,24,269,17,113,21591,1179,228,90.4565058494,25.7982917525,5.7093286482700005,1.11115882218,5.17662002447,369,18.4429708223,1330.36604775,2745543,7828,22729,349.819625135,107.08102108700001,0.604091150446,0.10050335853499999,2.39220134212,1359,55.718228032,3705.91648511,1
743,23,113,36,128,1352348,331,15647,19129.8486618,14552.7339915,2.0654180329400003,0.580955253724,16.2815024995,52580,3.09244769678,597.563636364,21591,1179,228,90.4565058494,25.7982917525,5.7093286482700005,1.11115882218,5.17662002447,369,18.4429708223,1330.36604775,1
744,16,283,17,53,3638,3341,85,2.7935772010699997,1.40270262958,2.5940892676900003,0.5981501935010001,3.80214341589,11,9.416666666669999,489.08333333300004,627,1993,3,2.2231788702400004,0.327807841984,7.04985865635,1.29593676278,4.052267129980001,9,14.5555555556,338.777777778,0
745,17,301,19,105,282305,2114,1664,38.8128094277,14.1610399443,7.518898903310001,0.8379415848620001,5.0101787474199995,168,379.31176470599996,32020.8117647,6119,382,417,8.48591769886,3.28505847775,0.585955370227,0.10050335853499999,0.585955370227,32,145.65625,2851.40625,1
746,20,140,31,335,5151,2195,213,23.004397113499998,13.529502732200001,4.8493923758,2.58829859475,4.3711974081400005,95,96.587628866,2232.69072165,127,36,2,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.34437519001,0,0.0,0.0,1
747,14,302,22,251,1674046,24246,16572,1560.77045543,561.797879064,4.30041197934,1.08938693801,3.5551939912,5759,33.157885704499996,2172.98524112,489,473,16,2.21572341902,0.538121765059,0.10050335853499999,0.10050335853499999,0.362150068203,10,91.9,2778.9,1
748,18,52,19,139,112,243,5,1.4451735361000002,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.603176929208,5,96.6,1414.2,220242,357,1062,452.547280711,140.0075344,13.439022061,3.04369326436,13.647982006600001,1796,13.6619178082,1375.80767123,0
749,22,124,22,307,45589,862,2641,148.854279232,36.998883856,27.8817679309,3.3334918041900004,23.8612817152,551,127.404293381,2833.84794275,1010,1014,62,0.9576896233769999,0.10050335853499999,1.04701773537,0.33713195274400004,0.33713195274400004,4,154.75,1705.0,1
750,35,128,22,184,11427,1951,1069,31.201897065700003,9.46773932115,12.708639966300002,1.09142538088,16.9942186851,126,322.842519685,6522.99212598,1352348,331,15647,19129.8486618,14552.7339915,2.0654180329400003,0.580955253724,16.2815024995,52580,3.09244769678,597.563636364,1
751,25,21,20,142,828774,904,13109,374.36986925300005,95.27456119120001,2.5732139102500002,1.58739658919,2.31418366768,1539,53.4888035829,3771.86308381,96531,87,363,81.56173425729999,43.3214649545,6.59024510976,2.3391332378,12.0896446122,296,9.20875420875,2112.07407407,0
752,13,303,21,189,60,146,0,0.35694329868,0.10050335853499999,0.339522140564,0.10050335853499999,1.11922933537,1,172.0,4592.0,9450,1511,470,28.342105516100002,5.88013836601,7.4443449145,1.10168995508,6.083065100040001,113,100.088495575,1885.67256637,0
753,18,199,15,210,98788,2354,5610,385.79535532,172.18343006599997,8.3611127573,5.09220072691,10.7774189865,1330,61.6397331357,2080.33358043,1912232,33395,14891,38159.5386095,131.95444569999998,2.17324140238,0.62379677787,4.1431152427599995,21964,19.2453627508,1027.42097771,0
754,1,304,1,551,20196,413,927,119.066755178,29.6742944023,34.1811928079,5.28592968138,15.333251662999999,404,206.07389162599998,7093.33251232,305,295,8,0.359533601106,0.10050335853499999,0.608254440023,0.10050335853499999,0.354378899279,1,282.0,8809.0,1
755,28,169,19,51,9093,672,457,11.1220209346,2.81352304477,15.1659349125,2.53866717594,7.01675925031,36,123.138888889,4708.16666667,3722,285,103,17.1484351254,2.7175322220099996,5.87896379302,0.6108188394240001,3.5835955172300005,61,79.40322580649999,5921.35483871,0
756,1,305,2,841,1123,1106,44,0.304017757931,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,30.0,1402.0,352,187,12,0.297973176755,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,0.0,0.0,0
757,24,115,24,133,1040229,725,13675,1420.43804049,573.592695333,2.8074417817,0.8603568790100001,9.028718324260002,4970,83.0368754956,4524.14155432,11018,160,447,2.92897451074,0.880196778734,0.10050335853499999,0.10050335853499999,0.5908589259,9,19.5,1779.7,1
758,27,227,18,65,5941,1615,278,39.5895711782,3.8664530784199993,1.51595307118,0.10050335853499999,1.28169076292,116,63.9915254237,2503.94915254,1433,249,113,0.339522140564,0.10050335853499999,0.359533601106,0.10050335853499999,0.8672846825939999,1,0.0,0.0,1
759,1,306,2,594,10903,965,309,33.6440171925,12.211772686500002,2.08939990825,0.10050335853499999,1.8121215676,137,147.579710145,3853.91304348,2496,847,145,3.71202167084,1.2753978952299998,5.06300222742,1.61259979636,4.3550433462400004,14,112.0,2412.35714286,1
760,18,119,23,333,804394,1370,15143,6881.48299573,5013.64229512,22.683131263000003,2.38553797354,18.4209811988,23958,21.3249876868,1413.82539813,254,534,1,3.4536485165800004,0.277305640849,0.8104847510879999,0.341936471695,1.27666674454,12,6.75,573.916666667,1
761,23,20,14,83,4557,82,167,7.3376261648500005,4.39749731434,0.10050335853499999,0.10050335853499999,2.09201695773,25,12.44,398.76,4491415,756,29876,4499.99625119,2206.57189762,26.966924743299998,12.6282827226,29.0698219532,16646,22.7477263271,2206.42073352,0
762,18,262,21,24,125438,983,4074,55.1372659579,23.446139636599998,2.25139829697,0.10050335853499999,7.2079084546,239,217.241666667,6466.73333333,41367,71,717,32.5496527385,16.5278458647,4.590730462290001,1.58736518389,10.8323755103,122,14.991869918699999,2044.91056911,0
763,22,307,15,266,1481379,147521,15043,9902.07037931,5012.05587584,10.4384603887,0.10050335853499999,193.07241822900002,28564,10.964144256800001,1035.95549302,45589,862,2641,148.854279232,36.998883856,27.8817679309,3.3334918041900004,23.8612817152,551,127.404293381,2833.84794275,0
764,22,150,21,247,1720,540,151,5.161848286140001,1.18162498801,2.3241124532299997,0.608895669397,3.81366082681,14,94.5,1823.42857143,44027,113,2344,45.2042215224,20.368966881600002,1.1161583622799998,0.10050335853499999,0.8597184221340001,188,112.19148936200001,2122.70212766,0
765,25,133,25,118,4760,425,96,5.0119622628,1.40789589748,0.10050335853499999,0.10050335853499999,0.10050335853499999,22,3.0,277.59090909099996,1040229,725,13675,1420.43804049,573.592695333,2.8074417817,0.8603568790100001,9.028718324260002,4970,83.0368754956,4524.14155432,0
766,23,20,24,33,480412,11948,16294,1795.52554643,685.575043835,4.5349874438499995,1.31814022265,15.825915571500001,6867,60.8146619217,2695.61252669,4491415,756,29876,4499.99625119,2206.57189762,26.966924743299998,12.6282827226,29.0698219532,16646,22.7477263271,2206.42073352,0
767,28,169,19,191,5996,906,192,15.0502080114,3.33082837631,0.83716897553,0.349326776018,0.5883455580470001,68,50.647058823500004,1483.98529412,3722,285,103,17.1484351254,2.7175322220099996,5.87896379302,0.6108188394240001,3.5835955172300005,61,79.40322580649999,5921.35483871,0
768,21,173,25,96,95,120,3,0.35694329868,0.10050335853499999,0.35694329868,0.35694329868,0.35694329868,1,0.0,0.0,1271,1503,59,0.297973176755,0.297973176755,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,0.0,12.0,0
769,17,301,23,41,671,215,17,0.354378899279,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,1.0,148.0,6119,382,417,8.48591769886,3.28505847775,0.585955370227,0.10050335853499999,0.585955370227,32,145.65625,2851.40625,1
770,18,272,23,328,44034,2974,3456,223.91452583900002,85.6051762716,23.688670814800002,9.26024467972,21.0503096777,871,332.823329558,9018.23556059,1205166,3329,378,55.7950098681,24.7160051856,1.55777924808,0.334765666801,2.51153637688,177,55.4833333333,62386.916666699995,0
771,21,4,21,193,2774790,20342,15836,5088.57716465,6.18308067892,0.810460607776,0.339522140564,1.08175730664,18549,4.7813390696399996,454.967894595,7554,1711,181,21.6018659681,3.58166112737,6.764657042610001,1.11972669857,4.5632463243300005,85,48.5,1993.62790698,0
772,20,228,23,110,2696,1718,20,4.23705175388,0.321056671521,0.5861024521379999,0.10050335853499999,0.837439237474,18,84.94444444439999,2656.88888889,132100,56571,1780,388.21078720300005,13.790120748800001,25.921913965199998,0.341936471695,17.5938470236,804,271.11670761700003,12786.251842799998,0
773,1,308,1,842,41797,37528,1662,2.78749074822,1.5636713721899997,0.10050335853499999,0.10050335853499999,0.10050335853499999,13,579.230769231,144651.461538,2951,706,78,27.1804652985,4.80237676138,5.0851633210500005,0.10050335853499999,6.3679049469,90,84.2,2030.1,0
774,1,309,1,843,2203,460,160,3.8483128758,0.7110688273710001,3.58500463975,2.57371941191,3.28840971348,18,62.5,881.4444444439999,6186,960,367,6.15207078737,1.08985480411,0.10050335853499999,0.10050335853499999,0.10050335853499999,22,111.434782609,3151.60869565,0
775,28,169,19,51,9093,672,457,11.1220209346,2.81352304477,15.1659349125,2.53866717594,7.01675925031,36,123.138888889,4708.16666667,3722,285,103,17.1484351254,2.7175322220099996,5.87896379302,0.6108188394240001,3.5835955172300005,61,79.40322580649999,5921.35483871,1
776,18,164,18,148,676,243,43,1.98253086255,1.3606406178400001,0.10050335853499999,0.10050335853499999,36.4016397161,6,4.66666666667,269.5,488750,320,3673,1207.19007707,599.721600029,0.8420220249760001,0.593198607493,7.04473454517,3918,7.859817813769999,637.983299595,0
777,18,135,22,198,4363,221,165,7.362301948630001,0.10050335853499999,4.03114236535,0.8607551070739999,2.5637208177,21,109.695652174,5559.86956522,272,733,5,1.5667381983000002,0.346838541843,1.5743987792700003,0.33713195274400004,1.05230810845,6,28.5,554.5,1
778,18,94,20,123,182598,1402,3831,145.844909693,74.002957632,23.5491892963,0.10050335853499999,15.9532425551,567,276.496515679,8038.06620209,405315,128127,6688,131.59762755399998,23.4538713842,7.38161250358,0.10050335853499999,7.40641623293,568,231.58916083900002,9587.66958042,0
779,1,310,1,844,103,80,6,0.359533601106,0.359533601106,1.55885691076,0.5858083031710001,0.829680134646,1,15.0,434.0,1542,832,176,0.9691527362639999,0.560457698076,0.10050335853499999,0.10050335853499999,0.35694329868,4,100.25,2250.75,0
780,19,198,17,129,177796,0,6870,9.1483841077,5.32269459265,0.10050335853499999,0.10050335853499999,0.10050335853499999,42,66.619047619,1681.23809524,4363,221,165,7.362301948630001,0.10050335853499999,4.03114236535,0.8607551070739999,2.5637208177,21,109.695652174,5559.86956522,1
781,19,281,4,175,591,401,16,3.05168166273,1.26297246306,1.13206858891,0.10050335853499999,1.11987376563,12,107.166666667,14013.416666699999,725,645,44,4.10829871077,0.709693061502,1.56890938185,0.834706370192,1.83266497678,15,128.8,2381.46666667,0
782,22,311,16,12,750,997,29,2.2924645126299996,0.312365990981,5.135357861,2.0324587395099996,4.4231557936,11,192.363636364,3855.72727273,3741,1635,242,0.565491078075,0.316667660592,0.10050335853499999,0.10050335853499999,0.35184014387100004,2,0.0,7.5,1
783,22,82,19,51,9093,672,457,11.1220209346,2.81352304477,15.1659349125,2.53866717594,7.01675925031,36,123.138888889,4708.16666667,10270,5625,608,74.5379654876,34.7487061203,0.10050335853499999,0.10050335853499999,3.31864525418,226,73.3744493392,4133.12334802,1
784,17,0,28,245,57840,27137,5245,271.759860328,35.9558041591,13.0793877781,0.10050335853499999,12.6428812457,890,294.170731707,8733.9767184,34463,29808,1689,15.4304976173,3.9840288048900003,8.204331198450001,0.332423043719,6.988814956789999,66,75.5303030303,1916.89393939,1
785,21,153,21,246,6232,551,221,5.07948418801,1.05350498965,2.08979375211,0.837439237474,1.34775471836,16,23.1764705882,755.117647059,92462,692,5259,141.503204167,35.2897466154,3.7872627883699996,0.596412376469,3.04191498134,578,97.3859348199,4638.4219554,0
786,5,116,8,447,3524,1881,14,0.957114177058,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,4,85.0,1942.75,100,201,7,0.35184014387100004,0.10050335853499999,0.35184014387100004,0.10050335853499999,0.35184014387100004,1,29.0,469.0,1
787,23,190,22,74,131920,364,6974,651.7651337919999,170.153144385,4.80191984295,0.341936471695,7.0540441626699995,2335,59.5890063425,1840.8744186000001,228,302,3,0.583979387611,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.362150068203,2,166.5,11355.0,1
788,18,160,17,190,228,302,3,0.583979387611,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.362150068203,2,166.5,11355.0,867,413,52,10.906349193199999,2.35902406875,3.9751770642000004,1.1244179198100002,2.63594715708,32,66.9117647059,1119.44117647,0
789,1,312,1,845,7464,1290,535,30.986481751,11.4220256035,2.36870915787,0.359533601106,2.12247604281,137,84.3098591549,1622.40140845,1137,270,76,1.04667267075,0.855067903602,0.362150068203,0.10050335853499999,0.362150068203,5,5.0,319.4,1
790,16,156,24,68,3525,3115,131,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,0,0.0,0.0,1140,927,69,0.577496611666,0.10050335853499999,0.341936471695,0.10050335853499999,0.341936471695,2,14.5,1206.5,0
791,20,79,22,243,100836,144,1781,512.444492859,143.893264105,4.58975662174,1.8449317072599998,5.11085060107,1743,30.7592067989,1251.02832861,263614,759,8805,110.410259905,26.5571232737,1.6238337940099998,0.10050335853499999,1.11862146793,454,96.04357298469999,2606.67973856,0
792,1,313,1,846,286,185,14,0.341936471695,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,17.0,291.0,1937,1498,60,4.37045039626,0.341936471695,1.7450720882799997,0.334765666801,0.57139426101,17,38.3529411765,1007.41176471,0
793,15,92,11,34,130878,5409,378,14.4416640637,5.67375398189,0.8752136377249999,0.10050335853499999,26.1918930322,51,18.9019607843,4006.68627451,739581,10723,1279,102.026750104,96.7713185484,1.53732181604,1.0543580385299998,3.46775398195,432,11.1916859122,966.193995381,0
794,28,169,18,104,20288,1568,655,34.2837900328,21.3172019582,1.34796746583,0.600714082587,1.36592188825,157,85.5786163522,1928.50314465,3722,285,103,17.1484351254,2.7175322220099996,5.87896379302,0.6108188394240001,3.5835955172300005,61,79.40322580649999,5921.35483871,0
795,14,302,27,177,708,631,26,18.7767030699,5.99968059257,7.747919475569999,4.967946648,10.6918784986,52,33.2075471698,876.4339622639999,489,473,16,2.21572341902,0.538121765059,0.10050335853499999,0.10050335853499999,0.362150068203,10,91.9,2778.9,0
796,28,58,21,169,3722,285,103,17.1484351254,2.7175322220099996,5.87896379302,0.6108188394240001,3.5835955172300005,61,79.40322580649999,5921.35483871,2273871,4524,11946,6782.40533805,2944.52424508,12.9557232877,2.79186097666,66.2062083002,21678,6.8593643121,1113.2020155999999,0
797,27,107,20,3,19562,17637,278,572.874855518,390.29368089999997,27.552040412800004,7.167556745589999,32.1019061639,1762,23.4692957746,1395.8456337999999,25360,20872,461,1.4825932254499998,0.716815998035,1.08365421195,1.08365421195,2.53274438183,7,228.57142857099998,9940.71428571,1
798,21,180,19,191,5996,906,192,15.0502080114,3.33082837631,0.83716897553,0.349326776018,0.5883455580470001,68,50.647058823500004,1483.98529412,2470,357,119,1.12647413045,0.323284482763,0.33713195274400004,0.33713195274400004,0.5961621953149999,5,60.6,1983.0,1
799,1,314,1,847,617652,1317,20068,453.288194241,235.988799207,0.608254440023,0.354378899279,6.71288057444,1740,40.0499432463,1844.86379115,199,151,6,10.0516567513,1.41555052533,5.702836143330001,0.10050335853499999,10.6388134421,24,27.96,496.68,1
800,23,190,18,141,120772,468,6248,660.384085815,145.539331294,5.02997588997,2.3138901451400002,6.30511611846,2302,60.596588486099996,2013.16460554,228,302,3,0.583979387611,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.362150068203,2,166.5,11355.0,1
801,19,198,19,380,889300,183,5646,3237.31387301,1964.29018677,18.117281364100002,0.8526021354600001,90.1458413467,10953,10.0285919799,1180.80534077,4363,221,165,7.362301948630001,0.10050335853499999,4.03114236535,0.8607551070739999,2.5637208177,21,109.695652174,5559.86956522,1
802,20,315,17,64,2403,1,75,40.2365533557,31.4587083471,51.6200048428,0.10050335853499999,42.6304263082,147,10.0272108844,1486.30612245,154830,10613,2910,138.757742448,50.1686980014,3.5578317995699997,0.341936471695,3.81385000977,542,126.071823204,6302.39779006,0
803,22,57,28,220,2651,2838,195,15.7581262211,5.3193543950999995,14.178299808499998,1.3687795119,6.62165456122,60,89.0317460317,3293.31746032,143101,128686,8742,874.212873202,347.630667262,4.49847061965,0.10050335853499999,34.9779777238,2767,105.734781061,5276.96262015,0
804,15,252,19,115,11018,160,447,2.92897451074,0.880196778734,0.10050335853499999,0.10050335853499999,0.5908589259,9,19.5,1779.7,125512,13701,10873,267.703832628,94.3880680445,10.9862864413,1.36020464936,11.1684045527,1063,229.764159703,6728.43082637,0
805,17,213,21,23,158467,154157,1590,299.60787906,80.1902863889,0.10050335853499999,0.10050335853499999,0.10050335853499999,791,122.25280199299999,11514.8119552,209,454,7,0.6134091418500001,0.354378899279,0.10050335853499999,0.10050335853499999,0.10050335853499999,2,0.5,9.0,1
806,12,316,21,217,33669,29327,883,128.41485402700002,23.919630663499998,6.5562550178,0.339522140564,12.2922053818,228,72.7792207792,3492.19480519,2260661,233,12680,13580.629437600002,1883.09001537,27.1828015928,13.098383319000002,18.3497218154,35645,16.8700174752,2092.42004383,0
807,24,50,21,232,638283,150,1492,20677.883445599997,5606.96445094,1.3260869988400001,0.10050335853499999,33.6829020514,56196,0.9475754064399999,480.542013413,3764,703,222,5.2706205371,1.6011585691999999,2.33833256056,0.10050335853499999,1.59653867023,18,139.444444444,4573.88888889,1
808,25,236,18,293,268170,2087,7870,48.0737198205,6.38389851852,0.35694329868,0.35694329868,0.35694329868,207,29.9146919431,915.327014218,366460,466,3381,1167.89692965,415.263913927,49.918632862200006,8.06155671768,82.5351766421,3450,17.9143591208,1464.34627462,1
809,24,130,23,97,119001,119704,2266,63.6032615837,17.010681516,11.232851900899998,0.10050335853499999,6.62889672446,206,167.913043478,6161.917874399999,221001,906,8613,3933.23800737,1574.38645056,0.339522140564,0.10050335853499999,12.737330096400001,10560,42.9620782601,1498.35542337,0
810,20,246,24,356,163145,906,4475,182.175568401,78.0432023746,11.607668041199998,3.5900197900300004,9.605154520680001,688,82.93865905850001,1809.65049929,6232,551,221,5.07948418801,1.05350498965,2.08979375211,0.837439237474,1.34775471836,16,23.1764705882,755.117647059,1
811,19,45,19,228,132100,56571,1780,388.21078720300005,13.790120748800001,25.921913965199998,0.341936471695,17.5938470236,804,271.11670761700003,12786.251842799998,71597,44262,1437,10.403563458899999,3.3653546396599996,0.591205606947,0.10050335853499999,5.0745674068,47,72.1063829787,2146.89361702,1
812,21,196,21,159,314,398,11,2.9117562808099997,0.503461869339,1.54634724574,0.332423043719,1.33384466071,9,16.111111111099998,495.77777777800003,47006,7814,3646,80.42457508609999,23.2592549278,4.50235113101,0.10050335853499999,5.527498265680001,312,199.39556962,4093.15822785,0
813,23,109,19,161,7185698,30,29179,29146.9564617,18082.7435955,0.10050335853499999,0.10050335853499999,4.5023964134500005,88154,4.06106579419,649.156485299,631958,674,7522,614.96874489,329.330090956,4.0522789563199995,1.34056577289,12.305035435699999,2536,35.838659392,2231.56897896,0
814,18,70,22,153,92462,692,5259,141.503204167,35.2897466154,3.7872627883699996,0.596412376469,3.04191498134,578,97.3859348199,4638.4219554,17842623,46964,90405,16377.1728978,5728.95895108,0.362150068203,0.10050335853499999,1.6082480584399999,61013,10.5740387849,1376.61833235,0
815,28,58,17,144,1404323,563,20057,967.7206417289999,579.431127684,4.47379849183,0.8056802321359999,6.24180594033,4027,57.6438389197,3201.29370629,2273871,4524,11946,6782.40533805,2944.52424508,12.9557232877,2.79186097666,66.2062083002,21678,6.8593643121,1113.2020155999999,1
816,26,123,23,276,41765,185,1356,1529.64305757,282.858500112,76.80951445310001,5.39217109551,104.438625475,3307,50.132041728800004,3585.78986587,182598,1402,3831,145.844909693,74.002957632,23.5491892963,0.10050335853499999,15.9532425551,567,276.496515679,8038.06620209,0
817,23,187,16,7,8120,710,959,7.3686429024399995,2.08837479699,1.59879785994,0.5958120124390001,1.33284944416,29,205.533333333,4302.46666667,1445520,260,6737,52.1790895658,13.564722344100002,3.46356134255,1.0621201722799998,2.77127001244,219,260.739726027,13653.173515999999,0
818,19,89,14,125,24437,279,52,12.3557961024,7.1442667562699995,2.13576731162,0.5993822414209999,4.66636477511,50,117.098039216,6075.88235294,223,168,9,0.349326776018,0.349326776018,0.10050335853499999,0.10050335853499999,0.10050335853499999,1,77.0,3047.0,1
819,18,24,13,302,489,473,16,2.21572341902,0.538121765059,0.10050335853499999,0.10050335853499999,0.362150068203,10,91.9,2778.9,125438,983,4074,55.1372659579,23.446139636599998,2.25139829697,0.10050335853499999,7.2079084546,239,217.241666667,6466.73333333,0
820,22,150,18,303,9450,1511,470,28.342105516100002,5.88013836601,7.4443449145,1.10168995508,6.083065100040001,113,100.088495575,1885.67256637,44027,113,2344,45.2042215224,20.368966881600002,1.1161583622799998,0.10050335853499999,0.8597184221340001,188,112.19148936200001,2122.70212766,0
821,20,225,21,247,1720,540,151,5.161848286140001,1.18162498801,2.3241124532299997,0.608895669397,3.81366082681,14,94.5,1823.42857143,598,600,11,12.5329763908,0.10050335853499999,3.06958411478,0.10050335853499999,2.76476208366,30,53.636363636400006,1453.63636364,1
822,24,13,21,156,1140,927,69,0.577496611666,0.10050335853499999,0.341936471695,0.10050335853499999,0.341936471695,2,14.5,1206.5,224146,272,6190,56.7252801893,11.8540570388,0.10050335853499999,0.10050335853499999,5.782978754299999,211,54.9252336449,7211.6635514,0
823,13,152,20,124,1010,1014,62,0.9576896233769999,0.10050335853499999,1.04701773537,0.33713195274400004,0.33713195274400004,4,154.75,1705.0,1634478,12567,38425,12725.7097184,4935.33541518,21.759859326300003,7.2621863829299995,16.691417768,23939,24.4788244035,2299.08829357,0
824,27,148,19,368,8168488,76,25928,2821.69423405,787.5112741610001,2.60521066322,0.583369584856,2.3816871119400003,9896,11.9771359807,2056.46159246,676,243,43,1.98253086255,1.3606406178400001,0.10050335853499999,0.10050335853499999,36.4016397161,6,4.66666666667,269.5,1
825,8,317,2,589,1271386,7081,9041,847.474867563,178.781710136,2.27406036057,0.10050335853499999,1.30552262313,3063,37.8702860858,4686.50650195,1780218,2,42873,1876.31019123,1294.35747311,2.59369129475,1.8034653736400001,4.84031726425,5373,67.329281768,3894.4985266999997,0
826,15,192,26,50,3764,703,222,5.2706205371,1.6011585691999999,2.33833256056,0.10050335853499999,1.59653867023,18,139.444444444,4573.88888889,3893,1059,168,3.26047330814,1.051286304,1.10082376417,0.10050335853499999,1.10082376417,15,95.8,2188.73333333,1
827,27,227,22,238,267,352,8,0.301982613937,0.10050335853499999,0.334765666801,0.10050335853499999,0.566685351985,1,92.0,1299.0,1433,249,113,0.339522140564,0.10050335853499999,0.359533601106,0.10050335853499999,0.8672846825939999,1,0.0,0.0,0
828,2,318,1,848,1981,569,72,1.15835249306,0.341936471695,0.33713195274400004,0.33713195274400004,0.33713195274400004,5,7.8,496.2,561,477,39,4.0922921005,0.804952341821,1.65230436544,0.6134091418500001,2.14851365635,15,187.6,2984.6,0
829,19,234,23,61,7147,737,112,2.3329897266799997,0.714556340145,0.862129980767,0.10050335853499999,1.35758870294,11,13.2727272727,520.1818181819999,513424,6,10043,755.632593095,364.713137315,4.76533488739,0.5861024521379999,6.592067190419999,3166,22.8915963761,1386.83036551,0
830,18,184,17,64,2403,1,75,40.2365533557,31.4587083471,51.6200048428,0.10050335853499999,42.6304263082,147,10.0272108844,1486.30612245,11427,1951,1069,31.201897065700003,9.46773932115,12.708639966300002,1.09142538088,16.9942186851,126,322.842519685,6522.99212598,0
831,23,190,23,333,804394,1370,15143,6881.48299573,5013.64229512,22.683131263000003,2.38553797354,18.4209811988,23958,21.3249876868,1413.82539813,228,302,3,0.583979387611,0.10050335853499999,0.10050335853499999,0.10050335853499999,0.362150068203,2,166.5,11355.0,1
832,26,64,12,185,4947410,112,26319,1774.21392717,830.8994753710001,0.10050335853499999,0.10050335853499999,0.10050335853499999,7321,26.5441936361,3068.02243677,2403,1,75,40.2365533557,31.4587083471,51.6200048428,0.10050335853499999,42.6304263082,147,10.0272108844,1486.30612245,1
833,1,319,1,849,5913,349,81,0.779444555514,0.5819747372940001,0.588641207545,0.10050335853499999,0.588641207545,3,31.6666666667,1034.0,267738,274,9295,81.0656099345,43.1489374234,0.10050335853499999,0.10050335853499999,0.10050335853499999,336,209.30612244900001,6258.04373178,0
834,23,109,20,339,146298,49266,9392,146.311226579,84.4510189798,1.3083555275,0.10050335853499999,4.0358259366,600,54.802306425,1953.62602965,631958,674,7522,614.96874489,329.330090956,4.0522789563199995,1.34056577289,12.305035435699999,2536,35.838659392,2231.56897896,1
835,18,247,24,315,154830,10613,2910,138.757742448,50.1686980014,3.5578317995699997,0.341936471695,3.81385000977,542,126.071823204,6302.39779006,1720,540,151,5.161848286140001,1.18162498801,2.3241124532299997,0.608895669397,3.81366082681,14,94.5,1823.42857143,1
836,15,65,18,8,298668,551,6209,493.256379358,206.66055217099998,4.115212281040001,0.8545391020980001,3.07546280949,2021,75.9700980392,3865.44656863,5941,1615,278,39.5895711782,3.8664530784199993,1.51595307118,0.10050335853499999,1.28169076292,116,63.9915254237,2503.94915254,1
837,20,158,25,130,221001,906,8613,3933.23800737,1574.38645056,0.339522140564,0.10050335853499999,12.737330096400001,10560,42.9620782601,1498.35542337,186557,90762,3166,489.106378736,75.7688776728,0.10050335853499999,0.10050335853499999,0.10050335853499999,764,309.220492866,20356.015564200003,1
838,22,54,16,62,823481,2667,13252,87.60765569370001,28.673226189,6.6549459000099995,2.61579420283,5.04874777935,351,58.414084507,3523.25070423,9512,12,213,52.1670684554,23.182288427800003,0.362150068203,0.10050335853499999,6.80604525921,195,11.6785714286,564.040816327,1
839,23,74,19,211,1209835,3,12226,86.82008383959999,18.4581095795,0.10050335853499999,0.10050335853499999,0.10050335853499999,390,36.5255102041,2729.60969388,131920,364,6974,651.7651337919999,170.153144385,4.80191984295,0.341936471695,7.0540441626699995,2335,59.5890063425,1840.8744186000001,0
840,1,320,1,850,41099,305,1256,13.2805945732,1.26913776186,1.09579702847,0.349326776018,0.349326776018,56,287.607142857,15187.0357143,3531,293,185,9.004913576889999,3.3003572678099995,0.808022855218,0.10050335853499999,0.808022855218,39,215.615384615,3602.43589744,0
841,21,10,24,13,224146,272,6190,56.7252801893,11.8540570388,0.10050335853499999,0.10050335853499999,5.782978754299999,211,54.9252336449,7211.6635514,322682,37601,22232,176.53371591599998,42.3302213798,6.849227228689999,1.3450733981,4.35986544828,696,234.338068182,7168.46448864,0
